customer_id,month,logins,watch_time_hours,feature_usage_score,support_tickets
11,2024-08,24,72,84,0
11,2024-09,13,71,51,1
11,2024-10,10,46,73,1
11,2024-11,17,43,51,1
11,2024-12,17,50,88,3
12,2024-01,13,56,87,0
12,2024-02,12,32,41,0
12,2024-03,13,44,64,0
12,2024-04,19,32,72,0
12,2024-05,13,58,62,2
12,2024-06,15,48,57,2
12,2024-07,24,22,72,2
12,2024-08,25,41,84,2
12,2024-09,15,39,54,1
12,2024-10,18,25,78,0
12,2024-11,20,40,54,1
12,2024-12,14,23,72,1
13,2024-01,14,33,65,1
13,2024-02,18,59,40,1
13,2024-03,17,45,83,0
13,2024-04,20,24,66,0
13,2024-05,17,25,70,4
13,2024-06,14,27,5,2
13,2024-07,14,35,100,0
13,2024-08,19,35,55,0
13,2024-09,23,21,66,0
13,2024-10,15,9,54,1
13,2024-11,12,36,100,0
13,2024-12,17,33,98,0
14,2024-01,16,46,62,1
14,2024-02,18,20,69,0
14,2024-03,22,24,88,2
14,2024-04,17,62,71,0
14,2024-05,10,30,97,1
14,2024-06,14,47,93,1
14,2024-07,19,78,17,2
14,2024-08,15,46,56,1
14,2024-09,13,29,42,1
14,2024-10,10,42,59,2
14,2024-11,16,24,57,1
14,2024-12,19,60,89,3
15,2024-01,12,64,54,2
15,2024-02,23,14,49,0
15,2024-03,15,23,36,2
15,2024-04,13,33,77,1
15,2024-05,13,44,52,2
15,2024-06,16,34,91,2
15,2024-07,9,52,87,1
15,2024-08,8,24,59,0
15,2024-09,14,56,100,1
15,2024-10,10,58,70,1
15,2024-11,13,36,81,0
15,2024-12,16,51,44,0
16,2024-01,20,58,74,2
16,2024-02,16,38,79,1
16,2024-03,14,34,86,1
16,2024-04,13,1,55,1
16,2024-05,14,6,78,1
16,2024-06,15,25,51,3
16,2024-07,15,36,56,0
16,2024-08,24,39,56,0
16,2024-09,18,40,37,1
16,2024-10,11,27,50,2
16,2024-11,14,51,100,0
16,2024-12,15,41,85,2
17,2024-01,23,28,68,0
17,2024-02,15,55,33,0
17,2024-03,15,58,45,2
17,2024-04,21,40,60,0
17,2024-05,14,45,100,0
17,2024-06,16,32,100,2
17,2024-07,15,37,92,2
17,2024-08,20,51,63,0
17,2024-09,6,55,63,0
17,2024-10,14,43,72,2
17,2024-11,7,36,46,2
17,2024-12,16,41,100,1
18,2024-01,9,43,35,0
18,2024-02,18,74,89,2
18,2024-03,16,35,82,0
18,2024-04,16,34,67,0
18,2024-05,12,29,71,0
18,2024-06,22,47,90,4
18,2024-07,9,25,74,1
18,2024-08,14,63,84,0
18,2024-09,14,38,64,0
18,2024-10,18,27,68,0
18,2024-11,15,50,79,1
18,2024-12,11,48,58,0
19,2024-01,19,57,73,2
19,2024-02,8,44,84,1
19,2024-03,11,39,52,1
19,2024-04,10,8,75,1
19,2024-05,18,37,59,2
19,2024-06,13,43,47,0
19,2024-07,17,12,43,1
19,2024-08,22,10,90,3
19,2024-09,17,39,57,0
19,2024-10,19,17,52,2
19,2024-11,9,51,72,1
19,2024-12,13,40,49,0
20,2024-01,15,34,85,1
20,2024-02,5,49,53,1
20,2024-03,18,1,61,2
20,2024-04,19,47,100,1
20,2024-05,17,58,42,2
20,2024-06,14,61,69,1
20,2024-07,14,49,76,1
20,2024-08,20,29,59,1
20,2024-09,13,14,82,1
20,2024-10,18,46,56,0
20,2024-11,13,50,43,1
20,2024-12,17,51,61,1
21,2024-01,13,41,54,1
21,2024-02,17,46,100,1
21,2024-03,19,46,100,1
21,2024-04,14,51,71,2
21,2024-05,12,43,75,1
21,2024-06,14,28,89,0
21,2024-07,19,42,53,0
21,2024-08,19,33,50,2
21,2024-09,11,43,91,2
21,2024-10,14,48,33,0
21,2024-11,19,32,54,0
21,2024-12,12,35,78,0
22,2024-01,17,31,35,1
22,2024-02,13,40,30,5
22,2024-03,19,26,37,1
22,2024-04,25,26,71,0
22,2024-05,9,20,21,2
22,2024-06,13,38,48,0
22,2024-07,22,67,66,3
22,2024-08,19,23,83,2
22,2024-09,15,17,97,0
22,2024-10,11,20,62,1
22,2024-11,8,17,91,0
22,2024-12,21,44,32,1
23,2024-01,15,57,39,2
23,2024-02,11,28,87,0
23,2024-03,13,22,58,0
23,2024-04,15,3,66,2
23,2024-05,13,30,56,0
23,2024-06,17,45,78,1
23,2024-07,11,23,61,2
23,2024-08,22,18,76,1
23,2024-09,14,60,89,0
23,2024-10,9,35,30,2
23,2024-11,17,45,100,0
23,2024-12,12,20,17,0
24,2024-01,19,46,100,2
24,2024-02,14,54,42,0
24,2024-03,20,71,62,0
24,2024-04,16,6,94,1
24,2024-05,19,40,84,2
24,2024-06,14,37,65,2
24,2024-07,21,41,61,0
24,2024-08,19,17,45,1
24,2024-09,12,30,85,0
24,2024-10,11,48,62,0
24,2024-11,13,43,96,3
24,2024-12,14,54,45,1
25,2024-01,14,14,62,1
25,2024-02,19,46,50,1
25,2024-03,18,18,68,3
25,2024-04,15,51,57,4
25,2024-05,18,41,61,1
25,2024-06,11,23,100,0
25,2024-07,15,55,100,2
25,2024-08,18,36,100,0
25,2024-09,17,36,58,0
25,2024-10,22,26,63,2
25,2024-11,12,46,72,0
25,2024-12,8,35,79,1
26,2024-01,22,19,71,2
26,2024-02,17,41,90,1
26,2024-03,8,37,77,0
26,2024-04,14,21,68,3
26,2024-05,10,38,74,2
26,2024-06,14,43,63,2
26,2024-07,19,34,31,2
26,2024-08,16,41,66,2
26,2024-09,12,53,64,1
26,2024-10,18,40,38,1
26,2024-11,18,51,73,1
26,2024-12,16,1,95,0
27,2024-01,19,32,77,2
27,2024-02,10,28,58,1
27,2024-03,19,28,59,1
27,2024-04,16,42,75,2
27,2024-05,10,49,67,0
27,2024-06,14,48,29,1
27,2024-07,20,36,95,1
27,2024-08,15,34,72,1
27,2024-09,21,49,64,1
27,2024-10,14,24,81,0
27,2024-11,19,21,61,1
27,2024-12,17,37,90,0
28,2024-01,9,69,95,0
28,2024-02,10,18,70,1
28,2024-03,23,43,62,0
28,2024-04,15,36,24,1
28,2024-05,14,29,89,0
28,2024-06,13,35,72,2
28,2024-07,15,42,62,0
28,2024-08,11,20,76,0
28,2024-09,15,20,86,2
28,2024-10,17,41,35,1
28,2024-11,13,36,100,0
28,2024-12,23,50,77,1
29,2024-01,20,4,67,1
29,2024-02,21,43,54,1
29,2024-03,8,14,100,0
29,2024-04,14,44,70,1
29,2024-05,12,40,67,2
29,2024-06,7,49,76,0
29,2024-07,8,61,31,0
29,2024-08,11,67,40,1
29,2024-09,19,46,32,0
29,2024-10,11,13,42,1
29,2024-11,9,58,94,0
29,2024-12,14,43,66,0
30,2024-01,12,43,57,0
30,2024-02,17,66,79,0
30,2024-03,17,60,21,0
30,2024-04,16,32,42,0
30,2024-05,15,50,65,1
30,2024-06,19,56,38,1
30,2024-07,20,2,68,1
30,2024-08,20,34,52,1
30,2024-09,14,38,80,2
30,2024-10,14,43,91,0
30,2024-11,11,42,95,0
30,2024-12,10,49,67,0
31,2024-01,16,28,50,1
31,2024-02,13,46,100,0
31,2024-03,16,50,100,0
31,2024-04,8,16,70,3
31,2024-05,14,40,72,0
31,2024-06,12,41,75,1
31,2024-07,15,36,43,1
31,2024-08,17,67,70,2
31,2024-09,19,7,83,0
31,2024-10,18,21,75,3
31,2024-11,14,24,71,1
31,2024-12,18,51,79,1
32,2024-01,12,21,76,1
32,2024-02,17,57,40,0
32,2024-03,13,52,65,0
32,2024-04,14,37,91,1
32,2024-05,17,44,85,2
32,2024-06,15,41,63,0
32,2024-07,16,33,69,0
32,2024-08,14,26,80,1
32,2024-09,13,52,86,2
32,2024-10,17,48,95,1
32,2024-11,12,45,85,0
32,2024-12,18,55,71,1
33,2024-01,8,50,70,1
33,2024-02,9,56,53,0
33,2024-03,19,48,63,3
33,2024-04,17,59,84,0
33,2024-05,6,44,100,2
33,2024-06,13,38,54,1
33,2024-07,22,44,70,1
33,2024-08,10,38,84,1
33,2024-09,10,43,84,0
33,2024-10,17,45,47,1
33,2024-11,15,29,80,0
33,2024-12,17,45,54,1
34,2024-01,18,21,79,0
34,2024-02,14,62,93,0
34,2024-03,13,67,70,1
34,2024-04,13,40,70,1
34,2024-05,15,73,96,0
34,2024-06,14,26,54,0
34,2024-07,13,31,76,1
34,2024-08,7,34,40,1
34,2024-09,16,13,43,1
34,2024-10,13,34,43,1
34,2024-11,14,62,51,2
34,2024-12,8,57,78,2
35,2024-01,17,11,69,1
35,2024-02,12,55,40,1
35,2024-03,13,54,71,1
35,2024-04,14,12,100,1
35,2024-05,19,26,37,1
35,2024-06,15,1,60,2
35,2024-07,12,45,41,0
35,2024-08,19,59,60,2
35,2024-09,15,45,54,0
35,2024-10,14,48,52,0
35,2024-11,23,47,57,3
35,2024-12,12,44,100,0
36,2024-01,15,44,85,0
36,2024-02,14,51,98,1
36,2024-03,24,42,57,2
36,2024-04,19,34,54,1
36,2024-05,17,53,70,0
36,2024-06,18,30,58,1
36,2024-07,14,62,65,3
36,2024-08,12,31,63,0
36,2024-09,14,31,76,1
36,2024-10,22,29,96,0
36,2024-11,17,58,66,1
36,2024-12,17,32,100,2
37,2024-01,19,32,41,1
37,2024-02,12,56,59,1
37,2024-03,9,53,61,2
37,2024-04,14,37,67,3
37,2024-05,13,24,100,1
37,2024-06,23,36,28,1
37,2024-07,14,56,87,1
37,2024-08,16,5,65,0
37,2024-09,10,29,76,3
37,2024-10,14,46,70,1
37,2024-11,11,45,95,2
37,2024-12,19,18,69,2
38,2024-01,17,26,89,0
38,2024-02,11,18,87,0
38,2024-03,17,29,84,2
38,2024-04,17,38,78,1
38,2024-05,10,62,44,1
38,2024-06,13,27,47,2
38,2024-07,11,14,41,2
38,2024-08,14,19,40,0
38,2024-09,17,32,80,2
38,2024-10,17,26,85,0
38,2024-11,9,31,61,2
38,2024-12,20,30,48,1
39,2024-01,17,41,56,0
39,2024-02,14,23,100,0
39,2024-03,10,32,53,0
39,2024-04,18,54,28,1
39,2024-05,13,45,82,0
39,2024-06,13,35,52,1
39,2024-07,11,59,78,0
39,2024-08,15,58,80,0
39,2024-09,17,34,68,0
39,2024-10,17,42,85,3
39,2024-11,16,49,61,3
39,2024-12,11,16,96,1
40,2024-01,9,78,81,2
40,2024-02,14,52,62,2
40,2024-03,17,30,81,2
40,2024-04,19,50,50,0
40,2024-05,11,13,51,1
40,2024-06,12,63,38,0
40,2024-07,20,28,77,0
40,2024-08,14,41,67,2
40,2024-09,18,60,63,1
40,2024-10,23,37,99,2
40,2024-11,15,25,46,1
40,2024-12,10,1,90,1
41,2024-01,19,21,29,2
41,2024-02,11,66,34,1
41,2024-03,12,42,53,1
41,2024-04,16,39,85,1
41,2024-05,14,42,22,2
41,2024-06,14,46,100,0
41,2024-07,16,28,62,0
41,2024-08,10,42,56,2
41,2024-09,14,66,48,0
41,2024-10,11,35,45,2
41,2024-11,17,67,59,1
41,2024-12,17,44,67,2
42,2024-01,12,42,32,0
42,2024-02,11,36,44,2
42,2024-03,17,38,72,3
42,2024-04,15,32,79,0
42,2024-05,11,29,34,0
42,2024-06,27,42,85,0
42,2024-07,11,56,89,0
42,2024-08,22,57,66,1
42,2024-09,14,34,69,2
42,2024-10,21,44,98,1
42,2024-11,15,52,100,2
42,2024-12,15,16,42,0
43,2024-01,21,66,49,1
43,2024-02,8,47,82,0
43,2024-03,21,55,69,3
43,2024-04,12,28,39,0
43,2024-05,20,47,50,0
43,2024-06,7,44,78,0
43,2024-07,15,47,76,1
43,2024-08,20,37,86,2
43,2024-09,13,67,50,2
43,2024-10,14,52,48,2
43,2024-11,9,19,70,1
43,2024-12,16,50,61,2
44,2024-01,12,60,65,1
44,2024-02,19,26,51,1
44,2024-03,14,50,51,0
44,2024-04,14,57,33,1
44,2024-05,11,55,66,1
44,2024-06,15,47,100,0
44,2024-07,12,39,40,0
44,2024-08,13,67,75,0
44,2024-09,11,13,88,0
44,2024-10,9,20,63,1
44,2024-11,16,41,84,1
44,2024-12,12,40,100,1
45,2024-01,12,37,88,2
45,2024-02,20,27,91,0
45,2024-03,14,63,56,0
45,2024-04,13,28,81,0
45,2024-05,14,43,69,0
45,2024-06,9,67,40,1
45,2024-07,15,46,45,0
45,2024-08,20,30,48,1
45,2024-09,17,48,81,0
45,2024-10,14,26,52,1
45,2024-11,23,57,56,0
45,2024-12,20,68,85,1
46,2024-01,18,44,84,0
46,2024-02,10,20,29,0
46,2024-03,15,37,100,0
46,2024-04,17,33,98,0
46,2024-05,10,35,92,0
46,2024-06,17,56,34,1
46,2024-07,10,50,62,1
46,2024-08,14,13,50,2
46,2024-09,20,41,74,1
46,2024-10,15,69,66,0
46,2024-11,11,57,100,2
46,2024-12,16,65,55,1
47,2024-01,13,27,77,0
47,2024-02,22,29,64,1
47,2024-03,16,39,69,3
47,2024-04,13,32,85,2
47,2024-05,10,42,54,1
47,2024-06,21,61,81,2
47,2024-07,20,27,69,2
47,2024-08,16,33,72,1
47,2024-09,16,43,68,0
47,2024-10,11,58,100,0
47,2024-11,21,11,62,1
47,2024-12,22,46,77,1
48,2024-01,16,51,31,0
48,2024-02,16,14,72,1
48,2024-03,16,48,100,1
48,2024-04,9,36,62,1
48,2024-05,13,57,42,2
48,2024-06,16,62,51,3
48,2024-07,11,36,32,1
48,2024-08,29,42,100,1
48,2024-09,13,80,68,1
48,2024-10,13,53,44,2
48,2024-11,15,42,50,2
48,2024-12,17,58,66,1
49,2024-01,11,15,64,0
49,2024-02,14,49,70,2
49,2024-03,13,29,55,0
49,2024-04,18,45,5,0
49,2024-05,15,62,60,1
49,2024-06,18,23,57,1
49,2024-07,18,24,64,1
49,2024-08,16,28,69,1
49,2024-09,20,11,93,1
49,2024-10,18,33,54,1
49,2024-11,15,33,30,1
49,2024-12,15,52,65,2
50,2024-01,12,42,35,2
50,2024-02,13,65,42,0
50,2024-03,25,63,58,0
50,2024-04,14,70,100,1
50,2024-05,15,56,100,1
50,2024-06,17,38,78,2
50,2024-07,12,33,83,0
50,2024-08,8,29,57,2
50,2024-09,14,28,76,3
50,2024-10,21,67,84,2
50,2024-11,15,27,70,2
50,2024-12,7,41,87,1
51,2024-01,9,43,35,2
51,2024-02,21,65,66,0
51,2024-03,22,60,54,0
51,2024-04,9,58,48,2
51,2024-05,15,30,10,0
51,2024-06,13,50,43,0
51,2024-07,18,32,56,1
51,2024-08,14,61,90,1
51,2024-09,12,28,60,0
51,2024-10,15,28,99,0
51,2024-11,12,38,82,1
51,2024-12,16,32,42,1
52,2024-01,15,44,74,1
52,2024-02,12,58,70,1
52,2024-03,12,24,60,0
52,2024-04,13,9,87,0
52,2024-05,19,52,96,0
52,2024-06,20,35,44,2
52,2024-07,13,51,90,1
52,2024-08,14,40,74,0
52,2024-09,14,42,94,1
52,2024-10,20,34,86,0
52,2024-11,19,52,78,2
52,2024-12,11,48,100,3
53,2024-01,11,24,86,1
53,2024-02,12,14,83,1
53,2024-03,12,41,82,1
53,2024-04,18,1,52,0
53,2024-05,17,48,34,0
53,2024-06,14,42,41,1
53,2024-07,17,25,68,0
53,2024-08,16,81,100,2
53,2024-09,14,54,55,1
53,2024-10,11,24,49,0
53,2024-11,18,19,57,1
53,2024-12,13,27,100,0
54,2024-01,12,52,77,0
54,2024-02,17,65,68,4
54,2024-03,13,45,84,0
54,2024-04,12,30,63,3
54,2024-05,9,40,57,0
54,2024-06,11,1,61,2
54,2024-07,15,41,85,1
54,2024-08,9,32,53,1
54,2024-09,8,47,46,1
54,2024-10,15,16,89,2
54,2024-11,14,48,66,1
54,2024-12,14,45,44,0
55,2024-01,13,35,55,0
55,2024-02,24,59,97,1
55,2024-03,15,44,93,0
55,2024-04,17,22,39,2
55,2024-05,19,32,67,0
55,2024-06,6,14,77,0
55,2024-07,19,23,35,2
55,2024-08,18,19,55,1
55,2024-09,12,50,93,2
55,2024-10,18,36,77,0
55,2024-11,18,38,54,1
55,2024-12,14,43,89,0
56,2024-01,14,44,57,1
56,2024-02,15,25,63,2
56,2024-03,16,32,53,0
56,2024-04,11,41,82,0
56,2024-05,17,45,37,0
56,2024-06,18,25,84,1
56,2024-07,17,23,63,2
56,2024-08,15,40,61,0
56,2024-09,19,33,34,0
56,2024-10,14,47,68,1
56,2024-11,14,27,85,2
56,2024-12,11,56,58,0
57,2024-01,13,35,76,0
57,2024-02,11,39,40,0
57,2024-03,11,63,65,2
57,2024-04,11,64,65,2
57,2024-05,17,18,90,0
57,2024-06,17,49,90,0
57,2024-07,13,39,100,0
57,2024-08,12,42,85,0
57,2024-09,20,50,95,1
57,2024-10,18,21,64,2
57,2024-11,16,27,100,3
57,2024-12,11,40,63,0
58,2024-01,15,49,74,2
58,2024-02,11,68,82,2
58,2024-03,12,41,71,1
58,2024-04,13,50,96,1
58,2024-05,15,14,100,2
58,2024-06,21,26,86,3
58,2024-07,17,35,92,0
58,2024-08,16,40,73,0
58,2024-09,16,39,53,1
58,2024-10,19,27,59,1
58,2024-11,11,27,98,1
58,2024-12,16,44,84,1
59,2024-01,12,53,89,0
59,2024-02,18,36,68,0
59,2024-03,14,72,50,1
59,2024-04,11,32,36,2
59,2024-05,15,35,56,1
59,2024-06,20,27,49,0
59,2024-07,12,1,81,1
59,2024-08,12,28,95,2
59,2024-09,16,26,100,1
59,2024-10,18,45,58,0
59,2024-11,7,19,68,3
59,2024-12,16,49,32,0
60,2024-01,14,38,96,0
60,2024-02,23,21,58,0
60,2024-03,11,38,92,0
60,2024-04,17,44,78,2
60,2024-05,15,33,64,0
60,2024-06,21,51,75,0
60,2024-07,21,42,51,1
60,2024-08,11,60,82,0
60,2024-09,14,2,83,1
60,2024-10,18,27,47,0
60,2024-11,16,25,78,2
60,2024-12,19,30,52,1
61,2024-01,16,39,59,2
61,2024-02,18,33,58,1
61,2024-03,19,49,100,0
61,2024-04,13,27,55,1
61,2024-05,11,39,51,0
61,2024-06,9,34,74,0
61,2024-07,12,42,62,2
61,2024-08,16,73,55,0
61,2024-09,17,40,60,2
61,2024-10,16,62,72,1
61,2024-11,21,39,67,1
61,2024-12,12,54,100,1
62,2024-01,21,25,33,1
62,2024-02,15,41,37,0
62,2024-03,14,57,88,1
62,2024-04,13,39,93,1
62,2024-05,10,45,64,3
62,2024-06,12,26,59,0
62,2024-07,10,46,59,0
62,2024-08,13,42,87,2
62,2024-09,15,53,93,1
62,2024-10,17,28,57,1
62,2024-11,20,60,77,1
62,2024-12,19,43,40,1
63,2024-01,17,32,67,1
63,2024-02,16,57,93,3
63,2024-03,15,11,60,1
63,2024-04,22,46,92,0
63,2024-05,14,37,83,1
63,2024-06,9,27,74,0
63,2024-07,15,22,92,3
63,2024-08,21,25,87,1
63,2024-09,21,67,75,1
63,2024-10,17,45,37,1
63,2024-11,11,33,41,2
63,2024-12,16,47,52,1
64,2024-01,14,43,47,2
64,2024-02,15,84,34,2
64,2024-03,19,36,53,5
64,2024-04,14,15,95,1
64,2024-05,21,39,71,1
64,2024-06,15,49,83,1
64,2024-07,11,48,100,1
64,2024-08,18,73,70,1
64,2024-09,12,29,60,1
64,2024-10,19,37,76,2
64,2024-11,14,20,65,1
64,2024-12,13,72,61,1
65,2024-01,12,31,29,4
65,2024-02,18,70,64,6
65,2024-03,12,34,70,1
65,2024-04,10,24,32,2
65,2024-05,10,31,34,0
65,2024-06,15,23,86,1
65,2024-07,16,34,59,1
65,2024-08,15,57,52,1
65,2024-09,14,54,49,0
65,2024-10,16,28,100,1
65,2024-11,15,67,76,2
65,2024-12,14,42,55,1
66,2024-01,18,68,41,0
66,2024-02,9,39,50,2
66,2024-03,21,32,53,1
66,2024-04,16,64,71,0
66,2024-05,20,46,85,2
66,2024-06,16,19,50,4
66,2024-07,19,43,69,1
66,2024-08,13,41,71,0
66,2024-09,18,31,39,2
66,2024-10,16,38,42,0
66,2024-11,14,45,87,2
66,2024-12,18,15,46,3
67,2024-01,11,17,86,4
67,2024-02,11,45,100,0
67,2024-03,13,48,68,2
67,2024-04,11,57,74,1
67,2024-05,14,14,100,1
67,2024-06,20,43,48,0
67,2024-07,12,30,57,0
67,2024-08,20,26,58,2
67,2024-09,18,12,61,0
67,2024-10,19,42,64,1
67,2024-11,20,47,69,1
67,2024-12,11,27,73,1
68,2024-01,17,46,34,3
68,2024-02,12,50,47,2
68,2024-03,14,37,44,1
68,2024-04,16,29,82,1
68,2024-05,11,50,55,1
68,2024-06,16,56,67,0
68,2024-07,14,51,100,0
68,2024-08,17,58,54,1
68,2024-09,14,30,83,2
68,2024-10,15,36,100,1
68,2024-11,11,27,90,1
68,2024-12,25,47,74,1
69,2024-01,11,59,51,1
69,2024-02,19,24,60,1
69,2024-03,18,33,90,0
69,2024-04,9,31,95,2
69,2024-05,17,49,76,0
69,2024-06,14,28,77,1
69,2024-07,15,26,63,0
69,2024-08,16,72,62,2
69,2024-09,12,56,75,2
69,2024-10,15,47,94,0
69,2024-11,16,35,74,2
69,2024-12,9,46,24,0
70,2024-01,16,36,79,0
70,2024-02,14,36,56,1
70,2024-03,15,37,68,1
70,2024-04,20,55,61,1
70,2024-05,8,28,62,1
70,2024-06,19,66,41,1
70,2024-07,20,37,74,1
70,2024-08,9,50,40,2
70,2024-09,14,31,45,1
70,2024-10,11,37,70,1
70,2024-11,13,42,61,1
70,2024-12,18,55,64,2
71,2024-01,13,36,25,1
71,2024-02,10,48,48,2
71,2024-03,17,38,84,1
71,2024-04,16,43,89,0
71,2024-05,13,51,77,2
71,2024-06,15,36,82,1
71,2024-07,16,24,75,0
71,2024-08,17,42,100,1
71,2024-09,14,53,69,1
71,2024-10,10,31,100,3
71,2024-11,16,46,74,1
71,2024-12,14,48,92,1
72,2024-01,11,42,63,2
72,2024-02,9,8,72,1
72,2024-03,21,37,68,1
72,2024-04,12,16,48,2
72,2024-05,21,29,100,2
72,2024-06,13,24,92,3
72,2024-07,20,28,96,0
72,2024-08,19,20,89,1
72,2024-09,16,51,71,1
72,2024-10,18,19,98,0
72,2024-11,14,47,78,0
72,2024-12,13,43,45,0
73,2024-01,21,70,62,0
73,2024-02,13,53,59,1
73,2024-03,17,22,53,2
73,2024-04,15,17,68,0
73,2024-05,23,50,71,3
73,2024-06,19,30,75,0
73,2024-07,17,32,61,1
73,2024-08,12,9,67,1
73,2024-09,14,43,77,2
73,2024-10,10,41,63,1
73,2024-11,14,9,36,0
73,2024-12,14,51,66,1
74,2024-01,23,35,97,1
74,2024-02,16,56,100,2
74,2024-03,12,21,64,0
74,2024-04,18,19,44,2
74,2024-05,21,23,51,1
74,2024-06,17,43,67,0
74,2024-07,9,25,48,3
74,2024-08,13,64,83,0
74,2024-09,16,38,48,1
74,2024-10,14,41,49,0
74,2024-11,10,51,7,4
74,2024-12,16,45,67,1
75,2024-01,19,42,66,2
75,2024-02,16,36,75,1
75,2024-03,11,53,63,2
75,2024-04,11,16,83,1
75,2024-05,18,62,62,1
75,2024-06,12,39,76,0
75,2024-07,12,38,86,1
75,2024-08,15,19,63,2
75,2024-09,12,41,69,0
75,2024-10,11,47,95,0
75,2024-11,18,10,79,0
75,2024-12,14,35,93,1
76,2024-01,16,36,51,1
76,2024-02,9,36,79,1
76,2024-03,15,41,95,0
76,2024-04,9,36,69,0
76,2024-05,15,93,32,3
76,2024-06,15,1,54,2
76,2024-07,11,34,68,1
76,2024-08,14,38,66,1
76,2024-09,17,28,78,0
76,2024-10,20,31,100,0
76,2024-11,16,32,88,1
76,2024-12,16,22,63,0
77,2024-01,14,39,84,0
77,2024-02,14,69,100,0
77,2024-03,14,51,76,0
77,2024-04,15,21,44,0
77,2024-05,16,29,98,1
77,2024-06,10,52,78,0
77,2024-07,11,46,100,0
77,2024-08,19,25,64,3
77,2024-09,17,36,73,1
77,2024-10,14,49,71,1
77,2024-11,17,42,91,1
77,2024-12,20,34,81,1
78,2024-01,12,39,51,1
78,2024-02,14,29,88,0
78,2024-03,17,33,64,3
78,2024-04,14,56,83,2
78,2024-05,19,33,63,1
